Time (sec),S:Load (lbs),S:Position (in),Ch:Position (mm),Ch:Load (lbs),Ch:Stress (kPa),Ch:Strain (lbs),Cycles (),Time_P&V (),S:Load_P&V (),S:Position_P&V (),Ch:Position_P&V (),Ch:Load_P&V (),Ch:Stress_P&V (),Ch:Strain_P&V (),Cycles_P&V ()
55.460003,52.870979,0.036304,0.922134,52.870979,11980.73438,0.184427,0,,,,,,,,
55.480003,52.872181,0.03631,0.922264,52.872181,11981.00684,0.184453,0,,,,,,,,
55.500004,52.803646,0.03631,0.922264,52.803646,11965.47656,0.184453,0,,,,,,,,
55.520004,52.747135,0.036318,0.922472,52.747135,11952.67188,0.184494,0,,,,,,,,
55.540001,52.765572,0.03634,0.923045,52.765572,11956.84863,0.184609,0,,,,,,,,
55.560001,52.841721,0.036358,0.923488,52.841721,11974.10449,0.184698,0,,,,,,,,
55.580002,52.862965,0.036372,0.923853,52.862965,11978.91895,0.184771,0,,,,,,,,
55.600002,52.923481,0.036385,0.924191,52.923481,11992.63184,0.184838,0,,,,,,,,
55.620003,52.981594,0.036406,0.924712,52.981594,12005.79981,0.184942,0,,,,,,,,
55.640003,53.028488,0.036423,0.925155,53.028488,12016.42676,0.185031,0,,,,,,,,
55.660004,53.037704,0.03643,0.925311,53.037704,12018.51465,0.185062,0,,,,,,,,
55.680004,52.975182,0.036437,0.925493,52.975182,12004.34766,0.185099,0,,,,,,,,
55.700001,52.952339,0.036444,0.925676,52.952339,11999.1709,0.185135,0,,,,,,,,
55.720001,52.935104,0.036453,0.92591,52.935104,11995.26563,0.185182,0,,,,,,,,
55.740002,52.917068,0.036464,0.926197,52.917068,11991.17871,0.185239,0,,,,,,,,
55.760002,52.972778,0.03648,0.926587,52.972778,12003.80273,0.185317,0,,,,,,,,
55.780003,52.998829,0.036494,0.926952,52.998829,12009.70606,0.18539,0,,,,,,,,
55.800003,53.051735,0.036515,0.927473,53.051735,12021.69434,0.185495,0,,,,,,,,
55.820004,53.101833,0.036532,0.927915,53.101833,12033.04688,0.185583,0,,,,,,,,
55.840004,53.133495,0.036549,0.928332,53.133495,12040.22168,0.185666,0,,,,,,,,
55.860004,53.185596,0.03656,0.928618,53.185596,12052.02832,0.185724,0,,,,,,,,
55.880001,53.166759,0.036569,0.928853,53.166759,12047.75879,0.185771,0,,,,,,,,
55.900002,53.172371,0.036579,0.929113,53.172371,12049.03125,0.185823,0,,,,,,,,
55.920002,53.157944,0.036587,0.929322,53.157944,12045.7627,0.185864,0,,,,,,,,
55.940002,53.152332,0.03661,0.929895,53.152332,12044.49023,0.185979,0,,,,,,,,
55.960003,53.228481,0.036626,0.930311,53.228481,12061.74609,0.186062,0,,,,,,,,
55.980003,53.247719,0.036635,0.93052,53.247719,12066.10449,0.186104,0,,,,,,,,
56.000004,53.215656,0.036649,0.930884,53.215656,12058.83887,0.186177,0,,,,,,,,
56.020004,53.305031,0.036663,0.931249,53.305031,12079.09277,0.18625,0,,,,,,,,
56.040001,53.311443,0.036683,0.931744,53.311443,12080.54492,0.186349,0,,,,,,,,
56.060001,53.398415,0.036703,0.932264,53.398415,12100.25293,0.186453,0,,,,,,,,
56.080002,53.391201,0.036712,0.932473,53.391201,12098.61914,0.186495,0,,,,,,,,
56.100002,53.35112,0.036719,0.932655,53.35112,12089.53613,0.186531,0,,,,,,,,
56.120003,53.371563,0.036727,0.932863,53.371563,12094.16895,0.186573,0,,,,,,,,
56.140003,53.327477,0.036735,0.933072,53.327477,12084.17871,0.186614,0,,,,,,,,
56.160004,53.343906,0.036743,0.93328,53.343906,12087.90234,0.186656,0,,,,,,,,
56.180004,53.303028,0.036757,0.933619,53.303028,12078.63867,0.186724,0,,,,,,,,
56.200001,53.309441,0.03677,0.933957,53.309441,12080.0918,0.186791,0,,,,,,,,
56.220001,53.373165,0.036784,0.934322,53.373165,12094.53125,0.186864,0,,,,,,,,
56.240002,53.345909,0.036794,0.934556,53.345909,12088.35547,0.186911,0,,,,,,,,
56.260002,53.373966,0.036802,0.934765,53.373966,12094.71289,0.186953,0,,,,,,,,
56.280003,53.366352,0.036818,0.935181,53.366352,12092.98828,0.187036,0,,,,,,,,
56.300003,53.429676,0.036837,0.93565,53.429676,12107.33691,0.18713,0,,,,,,,,
56.320004,53.494602,0.03685,0.935988,53.494602,12122.04981,0.187198,0,,,,,,,,
56.340004,53.48859,0.036877,0.936666,53.48859,12120.6875,0.187333,0,,,,,,,,
56.360004,53.586384,0.036891,0.93703,53.586384,12142.84766,0.187406,0,,,,,,,,
56.380001,53.587585,0.036897,0.937186,53.587585,12143.12012,0.187437,0,,,,,,,,
56.400002,53.551113,0.036904,0.937369,53.551113,12134.85547,0.187474,0,,,,,,,,
56.420002,53.555122,0.036915,0.937629,53.555122,12135.76367,0.187526,0,,,,,,,,
56.440002,53.552715,0.036929,0.937994,53.552715,12135.21777,0.187599,0,,,,,,,,
56.460003,53.561535,0.036941,0.938306,53.561535,12137.2168,0.187661,0,,,,,,,,
56.480003,53.560333,0.036949,0.938515,53.560333,12136.94434,0.187703,0,,,,,,,,
56.500004,53.538689,0.036963,0.938853,53.538689,12132.04004,0.187771,0,,,,,,,,
56.520004,53.5952,0.036981,0.939322,53.5952,12144.8457,0.187864,0,,,,,,,,
56.540001,53.673355,0.036996,0.939686,53.673355,12162.55566,0.187937,0,,,,,,,,
56.560001,53.705818,0.03701,0.940051,53.705818,12169.91113,0.18801,0,,,,,,,,
56.580002,53.678562,0.037011,0.940077,53.678562,12163.73535,0.188015,0,,,,,,,,
56.600002,53.57476,0.037021,0.940338,53.57476,12140.21387,0.188068,0,,,,,,,,
56.620003,53.668545,0.037049,0.941041,53.668545,12161.46582,0.188208,0,,,,,,,,
56.640003,53.782768,0.037072,0.94164,53.782768,12187.34863,0.188328,0,,,,,,,,
56.660004,53.832466,0.037083,0.9419,53.832466,12198.61133,0.18838,0,,,,,,,,
56.680004,53.864529,0.037096,0.942239,53.864529,12205.87598,0.188448,0,,,,,,,,
56.700005,53.854507,0.037109,0.942577,53.854507,12203.60547,0.188515,0,,,,,,,,
56.720001,53.896992,0.037126,0.942994,53.896992,12213.23242,0.188599,0,,,,,,,,
56.740002,53.897392,0.037142,0.943411,53.897392,12213.32324,0.188682,0,,,,,,,,
56.760002,53.893387,0.037148,0.943567,53.893387,12212.41504,0.188713,0,,,,,,,,
56.780003,53.913425,0.037164,0.943957,53.913425,12216.95703,0.188791,0,,,,,,,,
56.800003,53.915028,0.037173,0.944192,53.915028,12217.32031,0.188838,0,,,,,,,,
56.820004,53.950298,0.037184,0.944478,53.950298,12225.31152,0.188896,0,,,,,,,,
56.840004,53.953503,0.037204,0.944973,53.953503,12226.03809,0.188995,0,,,,,,,,
56.860004,53.983963,0.037216,0.945286,53.983963,12232.94043,0.189057,0,,,,,,,,
56.880001,54.00721,0.037233,0.945728,54.00721,12238.20801,0.189146,0,,,,,,,,
56.900002,54.024445,0.03725,0.946145,54.024445,12242.11426,0.189229,0,,,,,,,,
56.920002,54.087368,0.037265,0.946536,54.087368,12256.37207,0.189307,0,,,,,,,,
56.940002,54.142273,0.037282,0.946952,54.142273,12268.81348,0.18939,0,,,,,,,,
56.960003,54.141472,0.037293,0.947239,54.141472,12268.63184,0.189448,0,,,,,,,,
56.980003,54.138268,0.037301,0.947447,54.138268,12267.90723,0.189489,0,,,,,,,,
57.000004,54.104198,0.03731,0.947681,54.104198,12260.18555,0.189536,0,,,,,,,,
57.020004,54.064922,0.037318,0.94789,54.064922,12251.28613,0.189578,0,,,,,,,,
57.040001,54.057308,0.037325,0.948046,54.057308,12249.56152,0.189609,0,,,,,,,,
57.060001,54.017628,0.037338,0.948385,54.017628,12240.56934,0.189677,0,,,,,,,,
57.080002,54.122635,0.037361,0.948958,54.122635,12264.36426,0.189792,0,,,,,,,,
57.100002,54.205997,0.037382,0.949504,54.205997,12283.25488,0.189901,0,,,,,,,,
57.120003,54.254494,0.037396,0.949869,54.254494,12294.24316,0.189974,0,,,,,,,,
57.140003,54.199184,0.037403,0.950025,54.199184,12281.70996,0.190005,0,,,,,,,,
57.160004,54.194778,0.037412,0.95026,54.194778,12280.71191,0.190052,0,,,,,,,,
57.180004,54.220428,0.037424,0.950572,54.220428,12286.52441,0.190114,0,,,,,,,,
57.200005,54.209206,0.037444,0.951067,54.209206,12283.98047,0.190213,0,,,,,,,,
57.220001,54.306194,0.03746,0.951484,54.306194,12305.95898,0.190297,0,,,,,,,,
57.240002,54.292168,0.037465,0.951614,54.292168,12302.78125,0.190323,0,,,,,,,,
57.260002,54.224434,0.03747,0.951744,54.224434,12287.43164,0.190349,0,,,,,,,,
57.280003,54.253693,0.037488,0.952187,54.253693,12294.06152,0.190437,0,,,,,,,,
57.300003,54.252491,0.037503,0.952577,54.252491,12293.79004,0.190515,0,,,,,,,,
57.320004,54.304592,0.037517,0.952942,54.304592,12305.59668,0.190588,0,,,,,,,,
57.340004,54.38916,0.037545,0.953645,54.38916,12324.75977,0.190729,0,,,,,,,,
57.360004,54.504986,0.037566,0.954166,54.504986,12351.00586,0.190833,0,,,,,,,,
57.380001,54.555885,0.037581,0.954557,54.555885,12362.54004,0.190911,0,,,,,,,,
57.400002,54.536247,0.03759,0.954791,54.536247,12358.08984,0.190958,0,,,,,,,,
57.420002,54.48214,0.037597,0.954973,54.48214,12345.8291,0.190995,0,,,,,,,,
57.440002,54.45689,0.037605,0.955156,54.45689,12340.10742,0.191031,0,,,,,,,,
57.460003,54.444866,0.037618,0.955494,54.444866,12337.38281,0.191099,0,,,,,,,,
57.480003,54.504585,0.03763,0.955807,54.504585,12350.91504,0.191161,0,,,,,,,,
57.500004,54.52182,0.037646,0.956197,54.52182,12354.82129,0.191239,0,,,,,,,,
57.520004,54.495369,0.037658,0.95651,54.495369,12348.82715,0.191302,0,,,,,,,,
57.540001,54.522221,0.037674,0.956927,54.522221,12354.91113,0.191385,0,,,,,,,,
57.560001,54.597969,0.037691,0.957343,54.597969,12372.07617,0.191469,0,,,,,,,,
57.580002,54.599171,0.037701,0.957604,54.599171,12372.34863,0.191521,0,,,,,,,,
57.600002,54.620811,0.037716,0.957994,54.620811,12377.25195,0.191599,0,,,,,,,,
57.620003,54.648869,0.037733,0.958411,54.648869,12383.61035,0.191682,0,,,,,,,,
57.640003,54.686943,0.037748,0.958802,54.686943,12392.23731,0.19176,0,,,,,,,,
57.660004,54.685741,0.037754,0.958958,54.685741,12391.96582,0.191792,0,,,,,,,,
57.680004,54.642456,0.037765,0.959218,54.642456,12382.15723,0.191844,0,,,,,,,,
57.700005,54.601974,0.037765,0.959218,54.601974,12372.98438,0.191844,0,,,,,,,,
57.720001,54.52142,0.037773,0.959427,54.52142,12354.72949,0.191885,0,,,,,,,,
57.740002,54.59396,0.03779,0.959869,54.59396,12371.16797,0.191974,0,,,,,,,,
57.760002,54.635643,0.037803,0.960208,54.635643,12380.61328,0.192042,0,,,,,,,,
57.780003,54.652477,0.037822,0.960677,54.652477,12384.42871,0.192135,0,,,,,,,,
57.800003,54.706982,0.03784,0.961145,54.706982,12396.7793,0.192229,0,,,,,,,,
57.820004,54.741051,0.037858,0.961588,54.741051,12404.49902,0.192318,0,,,,,,,,
57.840004,54.818401,0.037878,0.962109,54.818401,12422.02637,0.192422,0,,,,,,,,
57.860004,54.845253,0.037887,0.962317,54.845253,12428.11133,0.192463,0,,,,,,,,
57.880001,54.837639,0.0379,0.962656,54.837639,12426.38672,0.192531,0,,,,,,,,
57.900002,54.858078,0.037914,0.96302,54.858078,12431.01758,0.192604,0,,,,,,,,
57.920002,54.839241,0.03792,0.963177,54.839241,12426.75,0.192635,0,,,,,,,,
57.940002,54.840042,0.037935,0.963541,54.840042,12426.93066,0.192708,0,,,,,,,,
57.960003,54.833229,0.03794,0.963672,54.833229,12425.38672,0.192734,0,,,,,,,,
57.980003,54.745457,0.03794,0.963672,54.745457,12405.49707,0.192734,0,,,,,,,,
58.000004,54.728626,0.037951,0.963958,54.728626,12401.68359,0.192792,0,,,,,,,,
58.020004,54.779526,0.037968,0.964375,54.779526,12413.2168,0.192875,0,,,,,,,,
58.040001,54.820404,0.037983,0.964765,54.820404,12422.48047,0.192953,0,,,,,,,,
58.060001,54.873711,0.038005,0.965338,54.873711,12434.55957,0.193068,0,,,,,,,,
58.080002,54.923409,0.038028,0.965911,54.923409,12445.82129,0.193182,0,,,,,,,,
58.100002,55.027611,0.038045,0.966354,55.027611,12469.43457,0.193271,0,,,,,,,,
58.120003,55.063282,0.038061,0.966744,55.063282,12477.51758,0.193349,0,,,,,,,,
58.140003,55.096947,0.038069,0.966953,55.096947,12485.14551,0.193391,0,,,,,,,,
58.160004,55.059273,0.038075,0.967109,55.059273,12476.60938,0.193422,0,,,,,,,,
58.180004,54.981922,0.038081,0.967265,54.981922,12459.08106,0.193453,0,,,,,,,,
58.200005,54.967896,0.038087,0.967422,54.967896,12455.90234,0.193484,0,,,,,,,,
58.220001,54.904972,0.038094,0.967578,54.904972,12441.64356,0.193516,0,,,,,,,,
58.240002,54.909782,0.038106,0.96789,54.909782,12442.73438,0.193578,0,,,,,,,,
58.260002,54.92902,0.038113,0.968073,54.92902,12447.09277,0.193615,0,,,,,,,,
58.280003,54.909782,0.038131,0.968515,54.909782,12442.73438,0.193703,0,,,,,,,,
58.300003,55.004368,0.038148,0.968958,55.004368,12464.16699,0.193792,0,,,,,,,,
58.320004,55.030018,0.038158,0.969219,55.030018,12469.97949,0.193844,0,,,,,,,,
58.340004,55.00116,0.038167,0.969453,55.00116,12463.44043,0.193891,0,,,,,,,,
58.360004,54.996349,0.038183,0.969844,54.996349,12462.35059,0.193969,0,,,,,,,,
58.380001,55.068493,0.038203,0.970364,55.068493,12478.69824,0.194073,0,,,,,,,,
58.400002,55.15987,0.038216,0.970677,55.15987,12499.40527,0.194135,0,,,,,,,,
58.420002,55.127407,0.038223,0.970859,55.127407,12492.04785,0.194172,0,,,,,,,,
58.440002,55.145844,0.038237,0.971224,55.145844,12496.22656,0.194245,0,,,,,,,,
58.460003,55.171093,0.038246,0.971458,55.171093,12501.94824,0.194292,0,,,,,,,,
58.480003,55.064083,0.038246,0.971458,55.064083,12477.69922,0.194292,0,,,,,,,,
58.500004,55.006771,0.038246,0.971458,55.006771,12464.71191,0.194292,0,,,,,,,,
58.520004,54.945049,0.038259,0.971771,54.945049,12450.72656,0.194354,0,,,,,,,,
58.540001,55.091736,0.038289,0.972552,55.091736,12483.96484,0.19451,0,,,,,,,,
58.560001,55.243637,0.038314,0.973177,55.243637,12518.38672,0.194635,0,,,,,,,,
58.580002,55.319386,0.038345,0.973958,55.319386,12535.55078,0.194792,0,,,,,,,,
58.600002,55.461262,0.038367,0.974531,55.461262,12567.70117,0.194906,0,,,,,,,,
58.620003,55.504948,0.038386,0.975,55.504948,12577.60059,0.195,0,,,,,,,,
58.640003,55.559856,0.0384,0.975365,55.559856,12590.04297,0.195073,0,,,,,,,,
58.660004,55.570278,0.038411,0.975651,55.570278,12592.4043,0.19513,0,,,,,,,,
58.680004,55.543022,0.038419,0.975833,55.543022,12586.22852,0.195167,0,,,,,,,,
58.700005,55.514568,0.038427,0.976042,55.514568,12579.78125,0.195208,0,,,,,,,,
58.720001,55.495331,0.038437,0.976302,55.495331,12575.4209,0.19526,0,,,,,,,,
58.740002,55.439621,0.038444,0.976484,55.439621,12562.79688,0.195297,0,,,,,,,,
58.760002,55.439621,0.038453,0.976719,55.439621,12562.79688,0.195344,0,,,,,,,,
58.780003,55.425594,0.038467,0.977057,55.425594,12559.61914,0.195411,0,,,,,,,,
58.800003,55.461262,0.038484,0.9775,55.461262,12567.70117,0.1955,0,,,,,,,,
58.820004,55.568672,0.038502,0.977943,55.568672,12592.04102,0.195589,0,,,,,,,,
58.840004,55.573483,0.038514,0.978255,55.573483,12593.13086,0.195651,0,,,,,,,,
58.860004,55.571079,0.038529,0.978646,55.571079,12592.58594,0.195729,0,,,,,,,,
58.880001,55.61797,0.038547,0.979089,55.61797,12603.21191,0.195818,0,,,,,,,,
58.900002,55.621578,0.038556,0.979323,55.621578,12604.0293,0.195865,0,,,,,,,,
58.920002,55.627991,0.03856,0.979427,55.627991,12605.48242,0.195885,0,,,,,,,,
58.940002,55.549835,0.03856,0.979427,55.549835,12587.77148,0.195885,0,,,,,,,,
58.960003,55.488918,0.038571,0.979714,55.488918,12573.96875,0.195943,0,,,,,,,,
58.980003,55.545429,0.038593,0.980261,55.545429,12586.77344,0.196052,0,,,,,,,,
59.000004,55.620377,0.038618,0.980886,55.620377,12603.75781,0.196177,0,,,,,,,,
59.020004,55.721775,0.03864,0.981458,55.721775,12626.73438,0.196292,0,,,,,,,,
59.040001,55.780689,0.038658,0.981901,55.780689,12640.08496,0.19638,0,,,,,,,,
59.060001,55.821972,0.038668,0.982162,55.821972,12649.43848,0.196432,0,,,,,,,,
59.080002,55.79071,0.038677,0.982396,55.79071,12642.35547,0.196479,0,,,,,,,,
59.100002,55.809147,0.038691,0.982761,55.809147,12646.5332,0.196552,0,,,,,,,,
59.120003,55.839607,0.038706,0.983125,55.839607,12653.43555,0.196625,0,,,,,,,,
59.140003,55.804737,0.038718,0.983438,55.804737,12645.53418,0.196688,0,,,,,,,,
59.160004,55.82037,0.038724,0.983594,55.82037,12649.0752,0.196719,0,,,,,,,,
59.180004,55.763454,0.038734,0.983854,55.763454,12636.17871,0.196771,0,,,,,,,,
59.200005,55.799126,0.038747,0.984167,55.799126,12644.2627,0.196833,0,,,,,,,,
59.220001,55.853233,0.038761,0.984531,55.853233,12656.52246,0.196906,0,,,,,,,,
59.240002,55.838802,0.038777,0.984948,55.838802,12653.25293,0.19699,0,,,,,,,,
59.260002,55.900925,0.038795,0.985391,55.900925,12667.33008,0.197078,0,,,,,,,,
59.280003,55.920162,0.038811,0.985807,55.920162,12671.68945,0.197161,0,,,,,,,,
59.300003,55.931786,0.038818,0.98599,55.931786,12674.32324,0.197198,0,,,,,,,,
59.320004,55.938999,0.038827,0.986198,55.938999,12675.95801,0.19724,0,,,,,,,,
59.340004,55.89732,0.038836,0.986433,55.89732,12666.51367,0.197287,0,,,,,,,,
59.360004,55.89291,0.038847,0.986719,55.89291,12665.51367,0.197344,0,,,,,,,,
59.380001,55.90213,0.038856,0.986953,55.90213,12667.60254,0.197391,0,,,,,,,,
59.400002,55.881687,0.038873,0.98737,55.881687,12662.9707,0.197474,0,,,,,,,,
59.420002,55.936195,0.038884,0.987656,55.936195,12675.32324,0.197531,0,,,,,,,,
59.440002,55.910545,0.038891,0.987839,55.910545,12669.51074,0.197568,0,,,,,,,,
59.460003,55.895313,0.038899,0.988047,55.895313,12666.05859,0.197609,0,,,,,,,,
59.480003,55.932987,0.038917,0.98849,55.932987,12674.5957,0.197698,0,,,,,,,,
59.500004,56.012344,0.038941,0.989089,56.012344,12692.57813,0.197818,0,,,,,,,,
59.520004,56.058834,0.038955,0.989453,56.058834,12703.11328,0.197891,0,,,,,,,,
59.540005,56.068455,0.038974,0.989948,56.068455,12705.29297,0.19799,0,,,,,,,,
59.560001,56.177067,0.038999,0.990573,56.177067,12729.9043,0.198115,0,,,,,,,,
59.580002,56.205925,0.039003,0.990677,56.205925,12736.44434,0.198135,0,,,,,,,,
59.600002,56.165848,0.039006,0.990756,56.165848,12727.36231,0.198151,0,,,,,,,,
59.620003,56.113342,0.039015,0.99099,56.113342,12715.46484,0.198198,0,,,,,,,,
59.640003,56.114944,0.03903,0.991355,56.114944,12715.82813,0.198271,0,,,,,,,,
59.660004,56.13739,0.03904,0.991615,56.13739,12720.91406,0.198323,0,,,,,,,,
59.680004,56.088894,0.039048,0.991823,56.088894,12709.92383,0.198365,0,,,,,,,,
59.700005,56.10733,0.039061,0.992162,56.10733,12714.10254,0.198432,0,,,,,,,,
59.720001,56.154625,0.039084,0.992735,56.154625,12724.81934,0.198547,0,,,,,,,,
59.740002,56.276863,0.039109,0.99336,56.276863,12752.51953,0.198672,0,,,,,,,,
59.760002,56.349007,0.039122,0.993698,56.349007,12768.86719,0.19874,0,,,,,,,,
59.780003,56.364235,0.03913,0.993907,56.364235,12772.31836,0.198781,0,,,,,,,,
59.800003,56.302513,0.039146,0.994297,56.302513,12758.33106,0.198859,0,,,,,,,,
59.820004,56.355019,0.039161,0.994688,56.355019,12770.22852,0.198938,0,,,,,,,,
59.840004,56.379868,0.039177,0.995105,56.379868,12775.85938,0.199021,0,,,,,,,,
59.860004,56.419544,0.039191,0.995443,56.419544,12784.85059,0.199089,0,,,,,,,,
59.880001,56.456818,0.039201,0.995704,56.456818,12793.29688,0.199141,0,,,,,,,,
59.900002,56.384674,0.039212,0.99599,56.384674,12776.94922,0.199198,0,,,,,,,,
59.920002,56.407921,0.039216,0.996094,56.407921,12782.2168,0.199219,0,,,,,,,,
59.940002,56.346199,0.039229,0.996407,56.346199,12768.23145,0.199281,0,,,,,,,,
59.960003,56.353813,0.039245,0.996823,56.353813,12769.95606,0.199365,0,,,,,,,,
59.980003,56.40271,0.03926,0.997214,56.40271,12781.03613,0.199443,0,,,,,,,,
60.000004,56.443192,0.039267,0.99737,56.443192,12790.20996,0.199474,0,,,,,,,,
60.020004,56.405117,0.039275,0.997579,56.405117,12781.58203,0.199516,0,,,,,,,,
60.040005,56.434372,0.039296,0.998125,56.434372,12788.21094,0.199625,0,,,,,,,,
60.060001,56.478058,0.039313,0.998542,56.478058,12798.11035,0.199708,0,,,,,,,,
60.080002,56.492889,0.039317,0.998646,56.492889,12801.4707,0.199729,0,,,,,,,,
60.100002,56.405117,0.039317,0.998646,56.405117,12781.58203,0.199729,0,,,,,,,,
60.120003,56.377861,0.039337,0.999167,56.377861,12775.40527,0.199833,0,,,,,,,,
60.140003,56.505314,0.039363,0.999818,56.505314,12804.28613,0.199964,0,,,,,,,,
60.160004,56.638374,0.039385,1.000391,56.638374,12834.43848,0.200078,0,,,,,,,,
60.180004,56.65601,0.039394,1.0006,56.65601,12838.43457,0.20012,0,,,,,,,,
60.200005,56.583866,0.039402,1.000808,56.583866,12822.08691,0.200162,0,,,,,,,,
60.220001,56.621941,0.039416,1.001173,56.621941,12830.71484,0.200235,0,,,,,,,,
60.240002,56.601902,0.039421,1.001303,56.601902,12826.17383,0.200261,0,,,,,,,,
60.260002,56.586674,0.039433,1.001589,56.586674,12822.72363,0.200318,0,,,,,,,,
60.280003,56.626751,0.039451,1.002058,56.626751,12831.80469,0.200412,0,,,,,,,,
60.300003,56.678452,0.039477,1.002709,56.678452,12843.52051,0.200542,0,,,,,,,,
60.320004,56.83115,0.039499,1.003282,56.83115,12878.12207,0.200656,0,,,,,,,,
60.340004,56.841972,0.039515,1.003673,56.841972,12880.57422,0.200735,0,,,,,,,,
60.360004,56.852795,0.039525,1.003933,56.852795,12883.02734,0.200787,0,,,,,,,,
60.380001,56.876442,0.039538,1.004272,56.876442,12888.38574,0.200854,0,,,,,,,,
60.400002,56.893673,0.039556,1.004714,56.893673,12892.29004,0.200943,0,,,,,,,,
60.420002,56.931751,0.039568,1.005027,56.931751,12900.91895,0.201005,0,,,,,,,,
60.440002,56.916119,0.039577,1.005261,56.916119,12897.37598,0.201052,0,,,,,,,,
60.460003,56.865219,0.039587,1.005522,56.865219,12885.84277,0.201104,0,,,,,,,,
60.480003,56.870831,0.039596,1.00573,56.870831,12887.11328,0.201146,0,,,,,,,,
60.500004,56.855198,0.039608,1.006042,56.855198,12883.57227,0.201209,0,,,,,,,,
60.520004,56.845581,0.03962,1.006355,56.845581,12881.39258,0.201271,0,,,,,,,,
60.540005,56.921329,0.039635,1.006719,56.921329,12898.55664,0.201344,0,,,,,,,,
60.560001,56.942169,0.039655,1.00724,56.942169,12903.28027,0.201448,0,,,,,,,,
60.580002,56.959404,0.039659,1.007345,56.959404,12907.18555,0.201469,0,,,,,,,,
60.600002,56.91692,0.039674,1.007709,56.91692,12897.55762,0.201542,0,,,,,,,,
60.620003,56.921329,0.03969,1.008126,56.921329,12898.55664,0.201625,0,,,,,,,,
60.640003,57.018318,0.039705,1.008516,57.018318,12920.53516,0.201703,0,,,,,,,,
60.660004,57.024731,0.039717,1.008803,57.024731,12921.98828,0.201761,0,,,,,,,,
60.680004,57.017918,0.039728,1.009089,57.017918,12920.44434,0.201818,0,,,,,,,,
60.700005,57.034752,0.03974,1.009402,57.034752,12924.25977,0.20188,0,,,,,,,,
60.720001,57.017918,0.039757,1.009819,57.017918,12920.44434,0.201964,0,,,,,,,,
60.740002,57.07523,0.03977,1.010157,57.07523,12933.43164,0.202031,0,,,,,,,,
60.760002,57.070023,0.039781,1.010444,57.070023,12932.25098,0.202089,0,,,,,,,,
60.780003,57.121323,0.039802,1.010964,57.121323,12943.87598,0.202193,0,,,,,,,,
